id,name,category,price,stock
1878,food-1878,food,72.86,146
1879,electronics-1879,electronics,74.23,153
1880,clothing-1880,clothing,75.60,160
1881,books-1881,books,76.97,167
1882,home-1882,home,78.34,174
1883,toys-1883,toys,79.71,181
1884,food-1884,food,81.08,188
1885,electronics-1885,electronics,82.45,195
1886,clothing-1886,clothing,83.82,202
1887,books-1887,books,85.19,209
1888,home-1888,home,86.56,216
1889,toys-1889,toys,87.93,223
1890,food-1890,food,89.30,230
1891,electronics-1891,electronics,90.67,237
1892,clothing-1892,clothing,92.04,244
1893,books-1893,books,93.41,251
1894,home-1894,home,94.78,258
1895,toys-1895,toys,96.15,265
1896,food-1896,food,97.52,272
1897,electronics-1897,electronics,98.89,279
1898,clothing-1898,clothing,0.26,286
1899,books-1899,books,1.63,293
1900,home-1900,home,3.00,300
1901,toys-1901,toys,4.37,307
1902,food-1902,food,5.74,314
1903,electronics-1903,electronics,7.11,321
1904,clothing-1904,clothing,8.48,328
1905,books-1905,books,9.85,335
1906,home-1906,home,11.22,342
1907,toys-1907,toys,12.59,349
1908,food-1908,food,13.96,356
1909,electronics-1909,electronics,15.33,363
1910,clothing-1910,clothing,16.70,370
1911,books-1911,books,18.07,377
1912,home-1912,home,19.44,384
1913,toys-1913,toys,20.81,391
1914,food-1914,food,22.18,398
1915,electronics-1915,electronics,23.55,405
1916,clothing-1916,clothing,24.92,412
1917,books-1917,books,26.29,419
1918,home-1918,home,27.66,426
1919,toys-1919,toys,29.03,433
1920,food-1920,food,30.40,440
1921,electronics-1921,electronics,31.77,447
1922,clothing-1922,clothing,33.14,454
1923,books-1923,books,34.51,461
1924,home-1924,home,35.88,468
1925,toys-1925,toys,37.25,475
1926,food-1926,food,38.62,482
1927,electronics-1927,electronics,39.99,489
1928,clothing-1928,clothing,41.36,496
1929,books-1929,books,42.73,3
1930,home-1930,home,44.10,10
1931,toys-1931,toys,45.47,17
1932,food-1932,food,46.84,24
1933,electronics-1933,electronics,48.21,31
1934,clothing-1934,clothing,49.58,38
1935,books-1935,books,50.95,45
1936,home-1936,home,52.32,52
1937,toys-1937,toys,53.69,59
1938,food-1938,food,55.06,66
1939,electronics-1939,electronics,56.43,73
1940,clothing-1940,clothing,57.80,80
1941,books-1941,books,59.17,87
1942,home-1942,home,60.54,94
1943,toys-1943,toys,61.91,101
1944,food-1944,food,63.28,108
1945,electronics-1945,electronics,64.65,115
1946,clothing-1946,clothing,66.02,122
1947,books-1947,books,67.39,129
1948,home-1948,home,68.76,136
1949,toys-1949,toys,70.13,143
1950,food-1950,food,71.50,150
1951,electronics-1951,electronics,72.87,157
1952,clothing-1952,clothing,74.24,164
1953,books-1953,books,75.61,171
1954,home-1954,home,76.98,178
1955,toys-1955,toys,78.35,185
1956,food-1956,food,79.72,192
1957,electronics-1957,electronics,81.09,199
1958,clothing-1958,clothing,82.46,206
1959,books-1959,books,83.83,213
1960,home-1960,home,85.20,220
1961,toys-1961,toys,86.57,227
1962,food-1962,food,87.94,234
1963,electronics-1963,electronics,89.31,241
1964,clothing-1964,clothing,90.68,248
1965,books-1965,books,92.05,255
1966,home-1966,home,93.42,262
1967,toys-1967,toys,94.79,269
1968,food-1968,food,96.16,276
1969,electronics-1969,electronics,97.53,283
1970,clothing-1970,clothing,98.90,290
1971,books-1971,books,0.27,297
1972,home-1972,home,1.64,304
1973,toys-1973,toys,3.01,311
1974,food-1974,food,4.38,318
1975,electronics-1975,electronics,5.75,325
1976,clothing-1976,clothing,7.12,332
1977,books-1977,books,8.49,339
1978,home-1978,home,9.86,346
1979,toys-1979,toys,11.23,353
1980,food-1980,food,12.60,360
1981,electronics-1981,electronics,13.97,367
1982,clothing-1982,clothing,15.34,374
1983,books-1983,books,16.71,381
1984,home-1984,home,18.08,388
1985,toys-1985,toys,19.45,395
1986,food-1986,food,20.82,402
1987,electronics-1987,electronics,22.19,409
1988,clothing-1988,clothing,23.56,416
1989,books-1989,books,24.93,423
1990,home-1990,home,26.30,430
1991,toys-1991,toys,27.67,437
1992,food-1992,food,29.04,444
1993,electronics-1993,electronics,30.41,451
1994,clothing-1994,clothing,31.78,458
1995,books-1995,books,33.15,465
1996,home-1996,home,34.52,472
1997,toys-1997,toys,35.89,479
1998,food-1998,food,37.26,486
1999,electronics-1999,electronics,38.63,493
2000,clothing-2000,clothing,40.00,0
2001,books-2001,books,41.37,7
2002,home-2002,home,42.74,14
2003,toys-2003,toys,44.11,21
2004,food-2004,food,45.48,28
2005,electronics-2005,electronics,46.85,35
2006,clothing-2006,clothing,48.22,42
2007,books-2007,books,49.59,49
2008,home-2008,home,50.96,56
2009,toys-2009,toys,52.33,63
2010,food-2010,food,53.70,70
2011,electronics-2011,electronics,55.07,77
2012,clothing-2012,clothing,56.44,84
2013,books-2013,books,57.81,91
2014,home-2014,home,59.18,98
2015,toys-2015,toys,60.55,105
2016,food-2016,food,61.92,112
2017,electronics-2017,electronics,63.29,119
2018,clothing-2018,clothing,64.66,126
2019,books-2019,books,66.03,133
2020,home-2020,home,67.40,140
2021,toys-2021,toys,68.77,147
2022,food-2022,food,70.14,154
2023,electronics-2023,electronics,71.51,161
2024,clothing-2024,clothing,72.88,168
2025,books-2025,books,74.25,175
2026,home-2026,home,75.62,182
2027,toys-2027,toys,76.99,189
2028,food-2028,food,78.36,196
2029,electronics-2029,electronics,79.73,203
2030,clothing-2030,clothing,81.10,210
2031,books-2031,books,82.47,217
2032,home-2032,home,83.84,224
2033,toys-2033,toys,85.21,231
2034,food-2034,food,86.58,238
2035,electronics-2035,electronics,87.95,245
2036,clothing-2036,clothing,89.32,252
2037,books-2037,books,90.69,259
2038,home-2038,home,92.06,266
2039,toys-2039,toys,93.43,273
2040,food-2040,food,94.80,280
2041,electronics-2041,electronics,96.17,287
2042,clothing-2042,clothing,97.54,294
2043,books-2043,books,98.91,301
2044,home-2044,home,0.28,308
2045,toys-2045,toys,1.65,315
2046,food-2046,food,3.02,322
2047,electronics-2047,electronics,4.39,329
2048,clothing-2048,clothing,5.76,336
2049,books-2049,books,7.13,343
2050,home-2050,home,8.50,350
2051,toys-2051,toys,9.87,357
2052,food-2052,food,11.24,364
2053,electronics-2053,electronics,12.61,371
2054,clothing-2054,clothing,13.98,378
2055,books-2055,books,15.35,385
2056,home-2056,home,16.72,392
2057,toys-2057,toys,18.09,399
2058,food-2058,food,19.46,406
2059,electronics-2059,electronics,20.83,413
2060,clothing-2060,clothing,22.20,420
2061,books-2061,books,23.57,427
2062,home-2062,home,24.94,434
2063,toys-2063,toys,26.31,441
2064,food-2064,food,27.68,448
2065,electronics-2065,electronics,29.05,455
2066,clothing-2066,clothing,30.42,462
2067,books-2067,books,31.79,469
2068,home-2068,home,33.16,476
2069,toys-2069,toys,34.53,483
2070,food-2070,food,35.90,490
2071,electronics-2071,electronics,37.27,497
2072,clothing-2072,clothing,38.64,4
2073,books-2073,books,40.01,11
2074,home-2074,home,41.38,18
2075,toys-2075,toys,42.75,25
2076,food-2076,food,44.12,32
2077,electronics-2077,electronics,45.49,39
2078,clothing-2078,clothing,46.86,46
2079,books-2079,books,48.23,53
2080,home-2080,home,49.60,60
2081,toys-2081,toys,50.97,67
2082,food-2082,food,52.34,74
2083,electronics-2083,electronics,53.71,81
2084,clothing-2084,clothing,55.08,88
2085,books-2085,books,56.45,95
2086,home-2086,home,57.82,102
2087,toys-2087,toys,59.19,109
2088,food-2088,food,60.56,116
2089,electronics-2089,electronics,61.93,123
2090,clothing-2090,clothing,63.30,130
2091,books-2091,books,64.67,137
2092,home-2092,home,66.04,144
2093,toys-2093,toys,67.41,151
2094,food-2094,food,68.78,158
2095,electronics-2095,electronics,70.15,165
2096,clothing-2096,clothing,71.52,172
2097,books-2097,books,72.89,179
2098,home-2098,home,74.26,186
2099,toys-2099,toys,75.63,193
2100,food-2100,food,77.00,200
2101,electronics-2101,electronics,78.37,207
2102,clothing-2102,clothing,79.74,214
2103,books-2103,books,81.11,221
2104,home-2104,home,82.48,228
2105,toys-2105,toys,83.85,235
2106,food-2106,food,85.22,242
2107,electronics-2107,electronics,86.59,249
2108,clothing-2108,clothing,87.96,256
2109,books-2109,books,89.33,263
2110,home-2110,home,90.70,270
2111,toys-2111,toys,92.07,277
2112,food-2112,food,93.44,284
2113,electronics-2113,electronics,94.81,291
2114,clothing-2114,clothing,96.18,298
2115,books-2115,books,97.55,305
2116,home-2116,home,98.92,312
2117,toys-2117,toys,0.29,319
2118,food-2118,food,1.66,326
2119,electronics-2119,electronics,3.03,333
2120,clothing-2120,clothing,4.40,340
2121,books-2121,books,5.77,347
2122,home-2122,home,7.14,354
2123,toys-2123,toys,8.51,361
2124,food-2124,food,9.88,368
2125,electronics-2125,electronics,11.25,375
2126,clothing-2126,clothing,12.62,382
2127,books-2127,books,13.99,389
2128,home-2128,home,15.36,396
2129,toys-2129,toys,16.73,403
2130,food-2130,food,18.10,410
2131,electronics-2131,electronics,19.47,417
2132,clothing-2132,clothing,20.84,424
2133,books-2133,books,22.21,431
2134,home-2134,home,23.58,438
2135,toys-2135,toys,24.95,445
2136,food-2136,food,26.32,452
2137,electronics-2137,electronics,27.69,459
2138,clothing-2138,clothing,29.06,466
2139,books-2139,books,30.43,473
2140,home-2140,home,31.80,480
2141,toys-2141,toys,33.17,487
2142,food-2142,food,34.54,494
2143,electronics-2143,electronics,35.91,1
2144,clothing-2144,clothing,37.28,8
2145,books-2145,books,38.65,15
2146,home-2146,home,40.02,22
2147,toys-2147,toys,41.39,29
2148,food-2148,food,42.76,36
2149,electronics-2149,electronics,44.13,43
2150,clothing-2150,clothing,45.50,50
2151,books-2151,books,46.87,57
2152,home-2152,home,48.24,64
2153,toys-2153,toys,49.61,71
2154,food-2154,food,50.98,78
2155,electronics-2155,electronics,52.35,85
2156,clothing-2156,clothing,53.72,92
2157,books-2157,books,55.09,99
2158,home-2158,home,56.46,106
2159,toys-2159,toys,57.83,113
2160,food-2160,food,59.20,120
2161,electronics-2161,electronics,60.57,127
2162,clothing-2162,clothing,61.94,134
2163,books-2163,books,63.31,141
2164,home-2164,home,64.68,148
2165,toys-2165,toys,66.05,155
2166,food-2166,food,67.42,162
2167,electronics-2167,electronics,68.79,169
2168,clothing-2168,clothing,70.16,176
2169,books-2169,books,71.53,183
2170,home-2170,home,72.90,190
2171,toys-2171,toys,74.27,197
2172,food-2172,food,75.64,204
2173,electronics-2173,electronics,77.01,211
2174,clothing-2174,clothing,78.38,218
2175,books-2175,books,79.75,225
2176,home-2176,home,81.12,232
2177,toys-2177,toys,82.49,239
2178,food-2178,food,83.86,246
2179,electronics-2179,electronics,85.23,253
2180,clothing-2180,clothing,86.60,260
2181,books-2181,books,87.97,267
2182,home-2182,home,89.34,274
2183,toys-2183,toys,90.71,281
2184,food-2184,food,92.08,288
2185,electronics-2185,electronics,93.45,295
2186,clothing-2186,clothing,94.82,302
2187,books-2187,books,96.19,309
2188,home-2188,home,97.56,316
2189,toys-2189,toys,98.93,323
2190,food-2190,food,0.30,330
2191,electronics-2191,electronics,1.67,337
2192,clothing-2192,clothing,3.04,344
2193,books-2193,books,4.41,351
2194,home-2194,home,5.78,358
2195,toys-2195,toys,7.15,365
2196,food-2196,food,8.52,372
2197,electronics-2197,electronics,9.89,379
2198,clothing-2198,clothing,11.26,386
2199,books-2199,books,12.63,393
2200,home-2200,home,14.00,400
2201,toys-2201,toys,15.37,407
2202,food-2202,food,16.74,414
2203,electronics-2203,electronics,18.11,421
2204,clothing-2204,clothing,19.48,428
2205,books-2205,books,20.85,435
2206,home-2206,home,22.22,442
2207,toys-2207,toys,23.59,449
2208,food-2208,food,24.96,456
2209,electronics-2209,electronics,26.33,463
2210,clothing-2210,clothing,27.70,470
2211,books-2211,books,29.07,477
2212,home-2212,home,30.44,484
2213,toys-2213,toys,31.81,491
2214,food-2214,food,33.18,498
2215,electronics-2215,electronics,34.55,5
2216,clothing-2216,clothing,35.92,12
2217,books-2217,books,37.29,19
2218,home-2218,home,38.66,26
2219,toys-2219,toys,40.03,33
2220,food-2220,food,41.40,40
2221,electronics-2221,electronics,42.77,47
2222,clothing-2222,clothing,44.14,54
2223,books-2223,books,45.51,61
2224,home-2224,home,46.88,68
2225,toys-2225,toys,48.25,75
2226,food-2226,food,49.62,82
2227,electronics-2227,electronics,50.99,89
2228,clothing-2228,clothing,52.36,96
2229,books-2229,books,53.73,103
2230,home-2230,home,55.10,110
2231,toys-2231,toys,56.47,117
2232,food-2232,food,57.84,124
2233,electronics-2233,electronics,59.21,131
2234,clothing-2234,clothing,60.58,138
2235,books-2235,books,61.95,145
2236,home-2236,home,63.32,152
2237,toys-2237,toys,64.69,159
2238,food-2238,food,66.06,166
2239,electronics-2239,electronics,67.43,173
2240,clothing-2240,clothing,68.80,180
2241,books-2241,books,70.17,187
2242,home-2242,home,71.54,194
2243,toys-2243,toys,72.91,201
2244,food-2244,food,74.28,208
2245,electronics-2245,electronics,75.65,215
2246,clothing-2246,clothing,77.02,222
2247,books-2247,books,78.39,229
2248,home-2248,home,79.76,236
2249,toys-2249,toys,81.13,243
2250,food-2250,food,82.50,250
2251,electronics-2251,electronics,83.87,257
2252,clothing-2252,clothing,85.24,264
2253,books-2253,books,86.61,271
2254,home-2254,home,87.98,278
2255,toys-2255,toys,89.35,285
2256,food-2256,food,90.72,292
2257,electronics-2257,electronics,92.09,299
2258,clothing-2258,clothing,93.46,306
2259,books-2259,books,94.83,313
2260,home-2260,home,96.20,320
2261,toys-2261,toys,97.57,327
2262,food-2262,food,98.94,334
2263,electronics-2263,electronics,0.31,341
2264,clothing-2264,clothing,1.68,348
2265,books-2265,books,3.05,355
2266,home-2266,home,4.42,362
2267,toys-2267,toys,5.79,369
2268,food-2268,food,7.16,376
2269,electronics-2269,electronics,8.53,383
2270,clothing-2270,clothing,9.90,390
2271,books-2271,books,11.27,397
2272,home-2272,home,12.64,404
2273,toys-2273,toys,14.01,411
2274,food-2274,food,15.38,418
2275,electronics-2275,electronics,16.75,425
2276,clothing-2276,clothing,18.12,432
2277,books-2277,books,19.49,439
2278,home-2278,home,20.86,446
2279,toys-2279,toys,22.23,453
2280,food-2280,food,23.60,460
2281,electronics-2281,electronics,24.97,467
2282,clothing-2282,clothing,26.34,474
2283,books-2283,books,27.71,481
2284,home-2284,home,29.08,488
2285,toys-2285,toys,30.45,495
2286,food-2286,food,31.82,2
2287,electronics-2287,electronics,33.19,9
2288,clothing-2288,clothing,34.56,16
2289,books-2289,books,35.93,23
2290,home-2290,home,37.30,30
2291,toys-2291,toys,38.67,37
2292,food-2292,food,40.04,44
2293,electronics-2293,electronics,41.41,51
2294,clothing-2294,clothing,42.78,58
2295,books-2295,books,44.15,65
2296,home-2296,home,45.52,72
2297,toys-2297,toys,46.89,79
2298,food-2298,food,48.26,86
2299,electronics-2299,electronics,49.63,93
2300,clothing-2300,clothing,51.00,100
2301,books-2301,books,52.37,107
2302,home-2302,home,53.74,114
2303,toys-2303,toys,55.11,121
2304,food-2304,food,56.48,128
2305,electronics-2305,electronics,57.85,135
2306,clothing-2306,clothing,59.22,142
2307,books-2307,books,60.59,149
2308,home-2308,home,61.96,156
2309,toys-2309,toys,63.33,163
2310,food-2310,food,64.70,170
2311,electronics-2311,electronics,66.07,177
2312,clothing-2312,clothing,67.44,184
2313,books-2313,books,68.81,191
2314,home-2314,home,70.18,198
2315,toys-2315,toys,71.55,205
2316,food-2316,food,72.92,212
2317,electronics-2317,electronics,74.29,219
2318,clothing-2318,clothing,75.66,226
2319,books-2319,books,77.03,233
2320,home-2320,home,78.40,240
2321,toys-2321,toys,79.77,247
2322,food-2322,food,81.14,254
2323,electronics-2323,electronics,82.51,261
2324,clothing-2324,clothing,83.88,268
2325,books-2325,books,85.25,275
2326,home-2326,home,86.62,282
2327,toys-2327,toys,87.99,289
2328,food-2328,food,89.36,296
2329,electronics-2329,electronics,90.73,303
2330,clothing-2330,clothing,92.10,310
2331,books-2331,books,93.47,317
2332,home-2332,home,94.84,324
2333,toys-2333,toys,96.21,331
2334,food-2334,food,97.58,338
2335,electronics-2335,electronics,98.95,345
2336,clothing-2336,clothing,0.32,352
2337,books-2337,books,1.69,359
2338,home-2338,home,3.06,366
2339,toys-2339,toys,4.43,373
2340,food-2340,food,5.80,380
2341,electronics-2341,electronics,7.17,387
2342,clothing-2342,clothing,8.54,394
2343,books-2343,books,9.91,401
2344,home-2344,home,11.28,408
2345,toys-2345,toys,12.65,415
2346,food-2346,food,14.02,422
2347,electronics-2347,electronics,15.39,429
2348,clothing-2348,clothing,16.76,436
2349,books-2349,books,18.13,443
2350,home-2350,home,19.50,450
2351,toys-2351,toys,20.87,457
2352,food-2352,food,22.24,464
2353,electronics-2353,electronics,23.61,471
2354,clothing-2354,clothing,24.98,478
2355,books-2355,books,26.35,485
2356,home-2356,home,27.72,492
2357,toys-2357,toys,29.09,499
2358,food-2358,food,30.46,6
2359,electronics-2359,electronics,31.83,13
2360,clothing-2360,clothing,33.20,20
2361,books-2361,books,34.57,27
2362,home-2362,home,35.94,34
2363,toys-2363,toys,37.31,41
2364,food-2364,food,38.68,48
2365,electronics-2365,electronics,40.05,55
2366,clothing-2366,clothing,41.42,62
2367,books-2367,books,42.79,69
2368,home-2368,home,44.16,76
2369,toys-2369,toys,45.53,83
2370,food-2370,food,46.90,90
2371,electronics-2371,electronics,48.27,97
2372,clothing-2372,clothing,49.64,104
2373,books-2373,books,51.01,111
2374,home-2374,home,52.38,118
2375,toys-2375,toys,53.75,125
2376,food-2376,food,55.12,132
2377,electronics-2377,electronics,56.49,139
2378,clothing-2378,clothing,57.86,146
2379,books-2379,books,59.23,153
2380,home-2380,home,60.60,160
2381,toys-2381,toys,61.97,167
2382,food-2382,food,63.34,174
2383,electronics-2383,electronics,64.71,181
2384,clothing-2384,clothing,66.08,188
2385,books-2385,books,67.45,195
2386,home-2386,home,68.82,202
2387,toys-2387,toys,70.19,209
2388,food-2388,food,71.56,216
2389,electronics-2389,electronics,72.93,223
2390,clothing-2390,clothing,74.30,230
2391,books-2391,books,75.67,237
2392,home-2392,home,77.04,244
2393,toys-2393,toys,78.41,251
2394,food-2394,food,79.78,258
2395,electronics-2395,electronics,81.15,265
2396,clothing-2396,clothing,82.52,272
2397,books-2397,books,83.89,279
2398,home-2398,home,85.26,286
2399,toys-2399,toys,86.63,293
2400,food-2400,food,88.00,300
2401,electronics-2401,electronics,89.37,307
2402,clothing-2402,clothing,90.74,314
2403,books-2403,books,92.11,321
2404,home-2404,home,93.48,328
2405,toys-2405,toys,94.85,335
2406,food-2406,food,96.22,342
2407,electronics-2407,electronics,97.59,349
2408,clothing-2408,clothing,98.96,356
2409,books-2409,books,0.33,363
2410,home-2410,home,1.70,370
2411,toys-2411,toys,3.07,377
2412,food-2412,food,4.44,384
2413,electronics-2413,electronics,5.81,391
2414,clothing-2414,clothing,7.18,398
2415,books-2415,books,8.55,405
2416,home-2416,home,9.92,412
2417,toys-2417,toys,11.29,419
2418,food-2418,food,12.66,426
2419,electronics-2419,electronics,14.03,433
2420,clothing-2420,clothing,15.40,440
2421,books-2421,books,16.77,447
2422,home-2422,home,18.14,454
2423,toys-2423,toys,19.51,461
2424,food-2424,food,20.88,468
2425,electronics-2425,electronics,22.25,475
2426,clothing-2426,clothing,23.62,482
2427,books-2427,books,24.99,489
2428,home-2428,home,26.36,496
2429,toys-2429,toys,27.73,3
2430,food-2430,food,29.10,10
2431,electronics-2431,electronics,30.47,17
2432,clothing-2432,clothing,31.84,24
2433,books-2433,books,33.21,31
2434,home-2434,home,34.58,38
2435,toys-2435,toys,35.95,45
2436,food-2436,food,37.32,52
2437,electronics-2437,electronics,38.69,59
2438,clothing-2438,clothing,40.06,66
2439,books-2439,books,41.43,73
2440,home-2440,home,42.80,80
2441,toys-2441,toys,44.17,87
2442,food-2442,food,45.54,94
2443,electronics-2443,electronics,46.91,101
2444,clothing-2444,clothing,48.28,108
2445,books-2445,books,49.65,115
2446,home-2446,home,51.02,122
2447,toys-2447,toys,52.39,129
2448,food-2448,food,53.76,136
2449,electronics-2449,electronics,55.13,143
2450,clothing-2450,clothing,56.50,150
2451,books-2451,books,57.87,157
2452,home-2452,home,59.24,164
2453,toys-2453,toys,60.61,171
2454,food-2454,food,61.98,178
2455,electronics-2455,electronics,63.35,185
2456,clothing-2456,clothing,64.72,192
2457,books-2457,books,66.09,199
2458,home-2458,home,67.46,206
2459,toys-2459,toys,68.83,213
2460,food-2460,food,70.20,220
2461,electronics-2461,electronics,71.57,227
2462,clothing-2462,clothing,72.94,234
2463,books-2463,books,74.31,241
2464,home-2464,home,75.68,248
2465,toys-2465,toys,77.05,255
2466,food-2466,food,78.42,262
2467,electronics-2467,electronics,79.79,269
2468,clothing-2468,clothing,81.16,276
2469,books-2469,books,82.53,283
2470,home-2470,home,83.90,290
2471,toys-2471,toys,85.27,297
2472,food-2472,food,86.64,304
2473,electronics-2473,electronics,88.01,311
2474,clothing-2474,clothing,89.38,318
2475,books-2475,books,90.75,325
2476,home-2476,home,92.12,332
2477,toys-2477,toys,93.49,339
2478,food-2478,food,94.86,346
2479,electronics-2479,electronics,96.23,353
2480,clothing-2480,clothing,97.60,360
2481,books-2481,books,98.97,367
2482,home-2482,home,0.34,374
2483,toys-2483,toys,1.71,381
2484,food-2484,food,3.08,388
2485,electronics-2485,electronics,4.45,395
2486,clothing-2486,clothing,5.82,402
2487,books-2487,books,7.19,409
2488,home-2488,home,8.56,416
2489,toys-2489,toys,9.93,423
2490,food-2490,food,11.30,430
2491,electronics-2491,electronics,12.67,437
2492,clothing-2492,clothing,14.04,444
2493,books-2493,books,15.41,451
2494,home-2494,home,16.78,458
2495,toys-2495,toys,18.15,465
2496,food-2496,food,19.52,472
2497,electronics-2497,electronics,20.89,479
2498,clothing-2498,clothing,22.26,486
2499,books-2499,books,23.63,493
2500,home-2500,home,25.00,0
2501,toys-2501,toys,26.37,7
2502,food-2502,food,27.74,14
2503,electronics-2503,electronics,29.11,21
2504,clothing-2504,clothing,30.48,28
2505,books-2505,books,31.85,35
2506,home-2506,home,33.22,42
2507,toys-2507,toys,34.59,49
2508,food-2508,food,35.96,56
2509,electronics-2509,electronics,37.33,63
2510,clothing-2510,clothing,38.70,70
2511,books-2511,books,40.07,77
2512,home-2512,home,41.44,84
2513,toys-2513,toys,42.81,91
2514,food-2514,food,44.18,98
2515,electronics-2515,electronics,45.55,105
2516,clothing-2516,clothing,46.92,112
2517,books-2517,books,48.29,119
2518,home-2518,home,49.66,126
2519,toys-2519,toys,51.03,133
2520,food-2520,food,52.40,140
2521,electronics-2521,electronics,53.77,147
2522,clothing-2522,clothing,55.14,154
2523,books-2523,books,56.51,161
2524,home-2524,home,57.88,168
2525,toys-2525,toys,59.25,175
2526,food-2526,food,60.62,182
2527,electronics-2527,electronics,61.99,189
2528,clothing-2528,clothing,63.36,196
2529,books-2529,books,64.73,203
2530,home-2530,home,66.10,210
2531,toys-2531,toys,67.47,217
2532,food-2532,food,68.84,224
2533,electronics-2533,electronics,70.21,231
2534,clothing-2534,clothing,71.58,238
2535,books-2535,books,72.95,245
2536,home-2536,home,74.32,252
2537,toys-2537,toys,75.69,259
2538,food-2538,food,77.06,266
2539,electronics-2539,electronics,78.43,273
2540,clothing-2540,clothing,79.80,280
2541,books-2541,books,81.17,287
2542,home-2542,home,82.54,294
2543,toys-2543,toys,83.91,301
2544,food-2544,food,85.28,308
2545,electronics-2545,electronics,86.65,315
2546,clothing-2546,clothing,88.02,322
2547,books-2547,books,89.39,329
2548,home-2548,home,90.76,336
2549,toys-2549,toys,92.13,343
2550,food-2550,food,93.50,350
2551,electronics-2551,electronics,94.87,357
2552,clothing-2552,clothing,96.24,364
2553,books-2553,books,97.61,371
2554,home-2554,home,98.98,378
2555,toys-2555,toys,0.35,385
2556,food-2556,food,1.72,392
2557,electronics-2557,electronics,3.09,399
2558,clothing-2558,clothing,4.46,406
2559,books-2559,books,5.83,413
2560,home-2560,home,7.20,420
2561,toys-2561,toys,8.57,427
2562,food-2562,food,9.94,434
2563,electronics-2563,electronics,11.31,441
2564,clothing-2564,clothing,12.68,448
2565,books-2565,books,14.05,455
2566,home-2566,home,15.42,462
2567,toys-2567,toys,16.79,469
2568,food-2568,food,18.16,476
2569,electronics-2569,electronics,19.53,483
2570,clothing-2570,clothing,20.90,490
2571,books-2571,books,22.27,497
2572,home-2572,home,23.64,4
2573,toys-2573,toys,25.01,11
2574,food-2574,food,26.38,18
2575,electronics-2575,electronics,27.75,25
2576,clothing-2576,clothing,29.12,32
2577,books-2577,books,30.49,39
2578,home-2578,home,31.86,46
2579,toys-2579,toys,33.23,53
2580,food-2580,food,34.60,60
2581,electronics-2581,electronics,35.97,67
2582,clothing-2582,clothing,37.34,74
2583,books-2583,books,38.71,81
2584,home-2584,home,40.08,88
2585,toys-2585,toys,41.45,95
2586,food-2586,food,42.82,102
2587,electronics-2587,electronics,44.19,109
2588,clothing-2588,clothing,45.56,116
2589,books-2589,books,46.93,123
2590,home-2590,home,48.30,130
2591,toys-2591,toys,49.67,137
2592,food-2592,food,51.04,144
2593,electronics-2593,electronics,52.41,151
2594,clothing-2594,clothing,53.78,158
2595,books-2595,books,55.15,165
2596,home-2596,home,56.52,172
2597,toys-2597,toys,57.89,179
2598,food-2598,food,59.26,186
2599,electronics-2599,electronics,60.63,193
2600,clothing-2600,clothing,62.00,200
2601,books-2601,books,63.37,207
2602,home-2602,home,64.74,214
2603,toys-2603,toys,66.11,221
2604,food-2604,food,67.48,228
2605,electronics-2605,electronics,68.85,235
2606,clothing-2606,clothing,70.22,242
2607,books-2607,books,71.59,249
2608,home-2608,home,72.96,256
2609,toys-2609,toys,74.33,263
2610,food-2610,food,75.70,270
2611,electronics-2611,electronics,77.07,277
2612,clothing-2612,clothing,78.44,284
2613,books-2613,books,79.81,291
2614,home-2614,home,81.18,298
2615,toys-2615,toys,82.55,305
2616,food-2616,food,83.92,312
2617,electronics-2617,electronics,85.29,319
2618,clothing-2618,clothing,86.66,326
2619,books-2619,books,88.03,333
2620,home-2620,home,89.40,340
2621,toys-2621,toys,90.77,347
2622,food-2622,food,92.14,354
2623,electronics-2623,electronics,93.51,361
2624,clothing-2624,clothing,94.88,368
2625,books-2625,books,96.25,375
2626,home-2626,home,97.62,382
2627,toys-2627,toys,98.99,389
2628,food-2628,food,0.36,396
2629,electronics-2629,electronics,1.73,403
2630,clothing-2630,clothing,3.10,410
2631,books-2631,books,4.47,417
2632,home-2632,home,5.84,424
2633,toys-2633,toys,7.21,431
2634,food-2634,food,8.58,438
2635,electronics-2635,electronics,9.95,445
2636,clothing-2636,clothing,11.32,452
2637,books-2637,books,12.69,459
2638,home-2638,home,14.06,466
2639,toys-2639,toys,15.43,473
2640,food-2640,food,16.80,480
2641,electronics-2641,electronics,18.17,487
2642,clothing-2642,clothing,19.54,494
2643,books-2643,books,20.91,1
2644,home-2644,home,22.28,8
2645,toys-2645,toys,23.65,15
2646,food-2646,food,25.02,22
2647,electronics-2647,electronics,26.39,29
2648,clothing-2648,clothing,27.76,36
2649,books-2649,books,29.13,43
2650,home-2650,home,30.50,50
2651,toys-2651,toys,31.87,57
2652,food-2652,food,33.24,64
2653,electronics-2653,electronics,34.61,71
2654,clothing-2654,clothing,35.98,78
2655,books-2655,books,37.35,85
2656,home-2656,home,38.72,92
2657,toys-2657,toys,40.09,99
2658,food-2658,food,41.46,106
2659,electronics-2659,electronics,42.83,113
2660,clothing-2660,clothing,44.20,120
2661,books-2661,books,45.57,127
2662,home-2662,home,46.94,134
2663,toys-2663,toys,48.31,141
2664,food-2664,food,49.68,148
2665,electronics-2665,electronics,51.05,155
2666,clothing-2666,clothing,52.42,162
2667,books-2667,books,53.79,169
2668,home-2668,home,55.16,176
